,销方单位代号
A00131,2
A02507,2
A10954,2
A13628,2
A06841,2
A12496,2
A12488,2
A11209,2
A09327,2
A10898,2
A03770,2
A04241,2
A03538,2
A13170,2
A13379,2
A03005,2
A00300,2
A01466,2
A05944,2
A12483,2
A08523,2
A10427,2
A08134,2
A10455,2
A08933,2
A03282,2
A11654,2
A02345,2
A00915,2
A01608,2
A06269,2
A12281,2
A03730,2
A04753,2
A08020,2
A13767,2
A05026,2
A04645,2
A11799,2
A09554,2
A10233,2
A03037,2
A00764,2
A11804,2
A06421,2
A05652,2
A12369,2
A08732,2
A12374,2
A02495,2
A11254,2
A10253,2
A01861,2
A08278,2
A13693,2
A07568,2
A07517,2
A12798,2
A06093,2
A11863,2
A07200,2
A07142,2
A11304,2
A06015,2
A05535,2
A12062,2
A07558,2
A12355,2
A04115,2
A04325,2
A10719,2
A09744,2
A10379,2
A05237,2
A12356,2
A07342,2
A04200,2
A05857,2
A10418,2
A11004,2
A03990,2
A10622,2
A05017,2
A00375,2
A07498,2
A08819,2
A06980,2
A10360,2
A12944,2
A08102,2
A02689,2
A12611,2
A06322,2
A02482,2
A05864,2
A10676,2
A06161,2
A09373,2
A09414,2
A06742,2
A02065,2
A06075,2
A13838,2
A06537,2
A05667,2
A06899,2
A00716,2
A02886,2
A03151,2
A13614,2
A01660,2
A01446,2
A05334,2
A05419,2
A00323,2
A03558,2
A11955,2
A01491,2
A08953,2
A02123,2
A10849,2
A00923,2
A05517,2
A09567,2
A01051,2
A09305,2
A13317,2
A06618,2
A11045,2
A01354,2
A11176,2
A06153,2
A05357,2
A02494,2
A13177,2
A09156,2
A02209,2
A04777,2
A00946,2
A12269,2
A02170,2
A06004,2
A11207,2
A11682,2
A09507,2
A01978,2
A08225,2
A11830,2
A00437,2
A13127,2
A10716,2
A09528,2
A12732,2
A07456,2
A13858,2
A02998,2
A08655,2
A07376,2
A06894,2
A02720,2
A01744,2
A00063,2
A10313,2
A04493,2
A09116,2
A13276,2
A01041,2
A00192,2
A09286,2
A06217,2
A07889,2
A09892,2
A12324,2
A00449,2
A04028,2
A12653,2
A11934,2
A07028,2
A12669,2
A01938,2
A03701,2
A10963,2
A01080,2
A06861,2
A09686,2
A06964,2
A00116,2
A12609,2
A06644,2
A11140,2
A12989,2
A01385,2
A05304,2
A10752,2
A04742,2
A02753,2
A08198,2
A13580,2
A08614,2
A13286,2
A09485,2
A00095,2
A01763,2
A00432,2
A10205,2
A06882,2
A01695,2
A09973,2
A08836,2
A00047,2
A12585,2
A03676,2
A03489,2
A01020,2
A08532,2
A13529,2
A10730,2
A12377,2
A02215,2
A03929,2
A09998,2
A07609,2
A09438,2
A11126,2
A03915,2
A01584,2
A07915,2
A02113,2
A00919,2
A12863,2
A04041,2
A08669,2
A01187,2
A10728,2
A10058,2
A08735,2
A10462,2
A09679,2
A01500,2
A11932,2
A12351,2
A11201,2
A11947,2
A02906,2
A12052,2
A01959,2
A01276,2
A03580,2
A00663,2
A05162,2
A07339,2
A05440,2
A04496,2
A08890,2
A03370,2
A08059,2
A08842,2
A10136,2
A12255,2
A08479,2
A06571,2
A00197,2
A07570,2
A00596,2
A08426,2
A13309,2
A11395,2
A05625,2
A11651,2
A10171,2
A08224,2
A03206,2
A10701,2
A11835,2
A11422,2
A07990,2
A12429,2
A13138,2
A05707,2
A04480,2
A09584,2
A04832,2
A04300,2
A07813,2
A10044,2
A07063,2
A06291,2
A01331,2
A04830,2
A06364,2
A03724,2
A08032,2
A04625,2
A07245,2
A13876,2
A13578,2
A03614,2
A04760,2
A09601,2
A06111,2
A06633,2
A05030,2
A10318,2
A11398,2
A09264,2
A09482,2
A06300,2
A06362,2
A06803,2
A09149,2
A04669,2
A11527,2
A02257,2
A03098,2
A04194,2
A00382,2
A06770,2
A13249,2
A08998,2
A07585,2
A06604,2
A04670,2
A01231,2
A05784,2
A09591,2
A03983,2
A13329,2
A08160,2
A06889,2
A00455,2
A00003,2
A04797,2
A08454,2
A05319,2
A12763,2
A09086,2
A05644,2
A11276,2
A00582,2
A05435,2
A12006,2
A08270,2
A07430,2
A03458,2
A12191,2
A10261,2
A10679,2
A12849,2
A00027,2
A06298,2
A04756,2
A00458,2
A08425,2
A02244,2
A00154,2
A07215,2
A06399,2
A03476,2
A02078,2
A10012,2
A04786,2
A04704,2
A13719,2
A00317,2
A04216,2
A11016,2
A12711,2
A03076,2
A00945,2
A13779,2
A00559,2
A01052,2
A10170,2
A01817,2
A05225,2
A05595,2
A03046,2
A08370,2
A06562,2
A07436,2
A01803,2
A04907,2
A04132,2
A10941,2
A04213,2
A10266,2
A00264,2
A09323,2
A00470,2
A09608,2
A12551,2
A00030,2
A06688,2
A12490,2
A08779,2
A13652,2
A11171,2
A08554,2
A02127,2
A07073,2
A06223,2
A12715,2
A00207,2
A01282,2
A09499,2
A10337,2
A04929,2
A12111,2
A03578,2
A06976,2
A10484,2
A10702,2
A02595,2
A00868,2
A04827,2
A06428,2
A07949,2
A06205,2
A08494,2
A00223,2
A09967,2
A06913,2
A06892,2
A04880,2
A03463,2
A13105,2
A01458,2
A04999,2
A09148,2
A03320,2
A05288,2
A11848,2
A04464,2
A12822,2
A09185,2
A06180,2
A09001,2
A02101,2
A03332,2
A09789,2
A01379,2
A09594,2
A02749,2
A11787,2
A12638,2
A10968,2
A01636,2
A01431,2
A10520,2
A08459,2
A04065,2
A09459,2
A03552,2
A11221,2
A02750,2
A01552,2
A04061,2
A08271,2
A03058,2
A06975,2
A11180,2
A01969,2
A00617,2
A04383,2
A11426,2
A11119,2
A11024,2
A10579,2
A09739,2
A08201,2
A06557,2
A13492,2
A03956,2
A08878,2
A03695,2
A11766,2
A10765,2
A00966,2
A08733,2
A12142,2
A01528,2
A13429,2
A10452,2
A00402,2
A06212,2
A09557,2
A01067,2
A05508,2
A04705,2
A12972,2
A09249,2
A07144,2
A08418,2
A13849,2
A05059,2
A10493,2
A05432,2
A12352,2
A01411,2
A11114,2
A01947,2
A12893,2
A04941,2
A08220,2
A05356,2
A02265,2
A03961,2
A06179,2
A12724,2
A00753,2
A07143,2
A13545,2
A07323,2
A03783,2
A05903,2
A12656,2
A11274,2
A01321,2
A10823,2
A08546,2
A11027,2
A00068,2
A12372,2
A00218,2
A12360,2
A12486,2
A06107,2
A04261,2
A13463,2
A01968,2
A12097,2
A02879,2
A04416,2
A10185,2
A09472,2
A09028,2
A03718,2
A09343,2
A05052,2
A10926,2
A11191,2
A13103,2
A02347,2
A08179,2
A06850,2
A10151,2
A05689,2
A11555,2
A09738,2
A11901,2
A10495,2
A07743,2
A11856,2
A04774,2
A07169,2
A06709,2
A10279,2
A11238,2
A08531,2
A09370,2
A04631,2
A05708,2
A03035,2
A04983,2
A07653,2
A00124,2
A08460,2
A02905,2
A04441,2
A05395,2
A13451,2
A12906,2
A02899,2
A02029,2
A10211,2
A01698,2
A04265,2
A07778,2
A11473,2
A01428,2
A01339,2
A12122,2
A00889,2
A07106,2
A11392,2
A03992,2
A00103,2
A11598,2
A03677,2
A01635,2
A00067,2
A04927,2
A07151,2
A11311,2
A02020,2
A05001,2
A13152,2
A01602,2
A06060,2
A08605,2
A00239,2
A09622,2
A06525,2
A11662,2
A07945,2
A10061,2
A10855,2
A05067,2
A10581,2
A07554,2
A02138,2
A10262,2
A04773,2
A12211,2
A00993,2
A06858,2
A02868,2
A07630,2
A06817,2
A04081,2
A00232,2
A05109,2
A05056,2
A06689,2
A02182,2
A04582,2
A08753,2
A11561,2
A02885,2
A00590,2
A10958,2
A09759,2
A10132,2
A01939,2
A04171,2
A06919,2
A12856,2
A07085,2
A10034,2
A04587,2
A11517,2
A07371,2
A10627,2
A02044,2
A06943,2
A04580,2
A01922,2
A07453,2
A12041,2
A00201,2
A12430,2
A12378,2
A05185,2
A11739,2
A07551,2
A02685,2
A13748,2
A09891,2
A10450,2
A04316,2
A13029,2
A11626,2
A02556,2
A02889,2
A11000,2
A01335,2
A07572,2
A06370,2
A04319,2
A13111,2
A08765,2
A00854,2
A05880,2
A03070,2
A08367,2
A04293,2
A13304,2
A05669,2
A08608,2
A03902,2
A01343,2
A11656,2
A05561,2
A03052,2
A01566,2
A00281,2
A08365,2
A00138,2
A12929,2
A12428,2
A11467,2
A06292,2
A05282,2
A02436,2
A04666,2
A06719,2
A04675,2
A06425,2
A09473,2
A09915,2
A02520,2
A04714,2
A00330,2
A11359,2
A03351,2
A00277,2
A00049,2
A11275,2
A12577,2
A07084,2
A08090,2
A10584,2
A12606,2
A12665,2
A06496,2
A11718,2
A00498,2
A12393,2
A09792,2
A06926,2
A00139,2
A07851,2
A01210,2
A12031,2
A03621,2
A12217,2
A09851,2
A12375,2
A08522,2
A01574,2
A04910,2
A02838,2
A06154,2
A09757,2
A05147,2
A07294,2
A04839,2
A05604,2
A06046,2
A11815,2
A01260,2
A08030,2
A13236,2
A03236,2
A00930,2
A10056,2
A13039,2
A13077,2
A09381,2
A07847,2
A02299,2
A04837,2
A11728,2
A11197,2
A13114,2
A12409,2
A06010,2
A12608,2
A00417,2
A09903,2
A13863,2
A13289,2
A05916,2
A13174,2
A10677,2
A03391,2
A06694,2
A02333,2
A09142,2
A11028,2
A10651,2
A13739,2
A06834,2
A02018,2
A05660,2
A07213,2
A06593,2
A13837,2
A12440,2
A02852,2
A02071,2
A09008,2
A08602,2
A13432,2
A02334,2
A01220,2
A10997,2
A02742,2
A01535,2
A04269,2
A07273,2
A02931,2
A01661,2
A02307,2
A00147,2
A10632,2
A08569,2
A13295,2
A03360,2
A03533,2
A09993,2
A09958,2
A06656,2
A01960,2
A07936,2
A01255,2
A08355,2
A09962,2
A05912,2
A03837,2
A10446,2
A06385,2
A13890,2
A06206,2
A03854,2
A12751,2
A01886,2
A13378,2
A09992,2
A01318,2
A12011,2
A12050,2
A04808,2
A12037,2
A01175,2
A10675,2
A02114,2
A09923,2
A05710,2
A08839,2
A10235,2
A09288,2
A05643,2
A11005,2
A01136,2
A05488,2
A05914,2
A12597,2
A03316,2
A12395,2
A08177,2
A12892,2
A04268,2
A09117,2
A05170,2
A01302,2
A03243,2
A00571,2
A13707,2
A06446,2
A11291,2
A13630,2
A09080,2
A11587,2
A01481,2
A11539,2
A04104,2
A02367,2
A00313,2
A00982,2
A02059,2
A04465,2
A09997,2
A12283,2
A01152,2
A11137,2
A01292,2
A01692,2
A09186,2
A13814,2
A08773,2
A01769,2
A10659,2
A08114,2
A13384,2
A10410,2
A02714,2
A00632,2
A06992,2
A08406,2
A01367,2
A06863,2
A00099,2
A13122,2
A13469,2
A10239,2
A02502,2
A13712,2
A09934,2
A00405,2
A07489,2
A11936,2
A06901,2
A06124,2
A10643,2
A10094,2
A08409,2
A09571,2
A08612,2
A09931,2
A06314,2
A06408,2
A01074,2
A12090,2
A02593,2
A08197,2
A08061,2
A05630,2
A05526,2
A05972,2
A03820,2
A09411,2
A13759,2
A01053,2
A11124,2
A08552,2
A08057,2
A01812,2
A02326,2
A00949,2
A09843,2
A09823,2
A01219,2
A13473,2
A01089,2
A04507,2
A10224,2
A03134,2
A12899,2
A01006,2
A01402,2
A11938,2
A11971,2
A01517,2
A12970,2
A06565,2
A11112,2
A01899,2
A00343,2
A02823,2
A13627,2
A00339,2
A08393,2
A03042,2
A06728,2
A09348,2
A01174,2
A09166,2
A00534,2
A07509,2
A07725,2
A12765,2
A05087,2
A02709,2
A05739,2
A06773,2
A00718,2
A01113,2
A01190,2
A05179,2
A03996,2
A12096,2
A02108,2
A13882,2
A09221,2
A09428,2
A03988,2
A11974,2
A06195,2
A03739,2
A05752,2
A08589,2
A05462,2
A03029,2
A05697,2
A09863,2
A11727,2
A09609,2
A08106,2
A11690,2
A05165,2
A00112,2
A09536,2
A13393,2
A02735,2
A05799,2
A03924,2
A07663,2
A08438,2
A13681,2
A08130,2
A11204,2
A08189,2
A12302,2
A10201,2
A02575,2
A04187,2
A01008,2
A05646,2
A05115,2
A13135,2
A01346,2
A05943,2
A10122,2
A09484,2
A08510,2
A01806,2
A09912,2
A02409,2
A02160,2
A11403,2
A02710,2
A08346,2
A02943,2
A04336,2
A06876,2
A10325,2
A03815,2
A07769,2
A05999,2
A11675,2
A03097,2
A04124,2
A12602,2
A09317,2
A04569,2
A04360,2
A07232,2
A00927,2
A04174,2
A01952,2
A08970,2
A13754,2
A09630,2
A07082,2
A04768,2
A02153,2
A09223,2
A12770,2
A11611,2
A04702,2
A04943,2
A06782,2
A08687,2
A04162,2
A03725,2
A10489,2
A10831,2
A07442,2
A05584,2
A09883,2
A08131,2
A08417,2
A09627,2
A00210,2
A12128,2
A05518,2
A10028,2
A03984,2
A01390,2
A04040,2
A13547,2
A04892,2
A13456,2
A02205,2
A11847,2
A02821,2
A02061,2
A09290,2
A09176,2
A06675,2
A12305,2
A12877,2
A09382,2
A02354,2
A12224,2
A10464,2
A11012,2
A08360,2
A07741,2
A12030,2
A07276,2
A12823,2
A10726,2
A01571,2
A05408,2
A11288,2
A08153,2
A04163,2
A01315,2
A04274,2
A09138,2
A01086,2
A09653,2
A02130,2
A08722,2
A06104,2
A02258,2
A04110,2
A03140,2
A07287,2
A10031,2
A08100,2
A05324,2
A07170,2
A12241,2
A04634,2
A07131,2
A01623,2
A09994,2
A05299,2
A04233,2
A10213,2
A02142,2
A03898,2
A09433,2
A02907,2
A09811,2
A10908,2
A08760,2
A00519,2
A12174,2
A01870,2
A05034,2
A04881,2
A11169,2
A09322,2
A08952,2
A10706,2
A05142,2
A08419,2
A02734,2
A05458,2
A13100,2
A03501,2
A00994,2
A08820,2
A05819,2
A12229,2
A01275,2
A07664,2
A13619,2
A09979,2
A06758,2
A13862,2
A01646,2
A02474,2
A01352,2
A12859,2
A11811,2
A00722,2
A12148,2
A01946,2
A04247,2
A04932,2
A08693,2
A06061,2
A11054,2
A13268,2
A13669,2
A00065,2
A02807,2
A00157,2
A06344,2
A01221,2
A06381,2
A09995,2
A06405,2
A01035,2
A08567,2
A08058,2
A11985,2
A08747,2
A05719,2
A12467,2
A01694,2
A05192,2
A11400,2
A09879,2
A01345,2
A12950,2
A12851,2
A02548,2
A05901,2
A00358,2
A02511,2
A12788,2
A00363,2
A07154,2
A13377,2
A09192,2
A12670,2
A08841,2
A13496,2
A11541,2
A12534,2
A04473,2
A10336,2
A04445,2
A03401,2
A04214,2
A11484,2
A11914,2
A07352,2
A10073,2
A07806,2
A09405,2
A06348,2
A11234,2
A11404,2
A08011,2
A02770,2
A10161,2
A08867,2
A09183,2
A05183,2
A05688,2
A07184,2
A13262,2
A04424,2
A03402,2
A09918,2
A08076,2
A01855,2
A12325,2
A07014,2
A01437,2
A10297,2
A00983,2
A04298,2
A13625,2
A04402,2
A07503,2
A13701,2
A00648,2
A12848,2
A08928,2
A05509,2
A09110,2
A01211,2
A11419,2
A02912,2
A09003,2
A02349,2
A04661,2
A11320,2
A06754,2
A00404,2
A06559,2
A08883,2
A05043,2
A03385,2
A11644,2
A11430,2
A05068,2
A12900,2
A12581,2
A01869,2
A06865,2
A04593,2
A02063,2
A10747,2
A09704,2
A00162,2
A01780,2
A04070,2
A02688,2
A08606,2
A07996,2
A10351,2
A13172,2
A05468,2
A08931,2
A03086,2
A06346,2
A03606,2
A02738,2
A08309,2
A10192,2
A03110,2
A00025,2
A02283,2
A02463,2
A04975,2
A11187,2
A09432,2
A06543,2
A09228,2
A02629,2
A08183,2
A02530,2
A00445,2
A09718,2
A09090,2
A01281,2
A13785,2
A00019,2
A11798,2
A10329,2
A09618,2
A03333,2
A00290,2
A08452,2
A05821,2
A05060,2
A13189,2
A11261,2
A08709,2
A08054,2
A10105,2
A07479,2
A13458,2
A04218,2
A01123,2
A01200,2
A12558,2
A11724,2
A06448,2
A03979,2
A09542,2
A12199,2
A07589,2
A06724,2
A11867,2
A02647,2
A06127,2
A03508,2
A11928,2
A13282,2
A10158,2
A09014,2
A04211,2
A06590,2
A01009,2
A03408,2
A00472,2
A12524,2
A10135,2
A09698,2
A00973,2
A05605,2
A03933,2
A13771,2
A13210,2
A11149,2
A01553,2
A09721,2
A10524,2
A04947,2
A04822,2
A01662,2
A00914,2
A09230,2
A00987,2
A02554,2
A13807,2
A12739,2
A12298,2
A01177,2
A03433,2
A09802,2
A09706,2
A05662,2
A11026,2
A09281,2
A07166,2
A09959,2
A03596,2
A11351,2
A03780,2
A04687,2
A04816,2
A06135,2
A11241,2
A00593,2
A00520,2
A01110,2
A09121,2
A12291,2
A03473,2
A07191,2
A00301,2
A11244,2
A10709,2
A01170,2
A13593,2
A13330,2
A13313,2
A09553,2
A05841,2
A04600,2
A07311,2
A07440,2
A08832,2
A01333,2
A00584,2
A01105,2
A09860,2
A09670,2
A11350,2
A09796,2
A13351,2
A09059,2
A03610,2
A02652,2
A11196,2
A10460,2
A04699,2
A09575,2
A04720,2
A04646,2
A11354,2
A10558,2
A02727,2
A06341,2
A11591,2
A09061,2
A07699,2
A12951,2
A11144,2
A09318,2
A10282,2
A02093,2
A00088,2
A03912,2
A11608,2
A08571,2
A00818,2
A00904,2
A02473,2
A04810,2
A10052,2
A13241,2
A04350,2
A00194,2
A00721,2
A03503,2
A02380,2
A11402,2
A13631,2
A04401,2
A11923,2
A10072,2
A07015,2
A00859,2
A02584,2
A00898,2
A08262,2
A08800,2
A05678,2
A06984,2
A01970,2
A01967,2
A04413,2
A01064,2
A03342,2
A12721,2
A00108,2
A07805,2
A05704,2
A02112,2
A03525,2
A00274,2
A12632,2
A05486,2
A03633,2
A12251,2
A02337,2
A07091,2
A01765,2
A11701,2
A11553,2
A05112,2
A07930,2
A03283,2
A10848,2
A04621,2
A08980,2
A04942,2
A10641,2
A12527,2
A11135,2
A03968,2
A03469,2
A09777,2
A04627,2
A04844,2
A01332,2
A11991,2
A02220,2
A00647,2
A04178,2
A08353,2
A11075,2
A07825,2
A00614,2
A03088,2
A13803,2
A08065,2
A10894,2
A05855,2
A08529,2
A09945,2
A07312,2
A01579,2
A01019,2
A07694,2
A10472,2
A06184,2
A12881,2
A12155,2
A11318,2
A06215,2
A09342,2
A02359,2
A04586,2
A01928,2
A11349,2
A00932,2
A12838,2
A10016,2
A07696,2
A10845,2
A11908,2
A11375,2
A07398,2
A00069,2
A12741,2
A02775,2
A06036,2
A06177,2
A10376,2
A05632,2
A13537,2
A05842,2
A08950,2
A09888,2
A11084,2
A13011,2
A08143,2
A08398,2
A09782,2
A08068,2
A11743,2
A10025,2
A01317,2
A01434,2
A08359,2
A02759,2
A09087,2
A12883,2
A04263,2
A03194,2
A12797,2
A02248,2
A05826,2
A11536,2
A02137,2
A10934,2
A07880,2
A13792,2
A12825,2
A06872,2
A05316,2
A02589,2
A11478,2
A11975,2
A09689,2
A03510,2
A11155,2
A03969,2
A03355,2
A05820,2
A00186,2
A13790,2
A05675,2
A13599,2
A12192,2
A04895,2
A04284,2
A11446,2
A09517,2
A08442,2
A12272,2
A03911,2
A02161,2
A08944,2
A03350,2
A09358,2
A13034,2
A09880,2
A13319,2
A12462,2
A01012,2
A02237,2
A06133,2
A10219,2
A08185,2
A11208,2
A10020,2
A04414,2
A01872,2
A04230,2
A02751,2
A10862,2
A06410,2
A05982,2
A11215,2
A02006,2
A10795,2
A02608,2
A13005,2
A03210,2
A00851,2
A10602,2
A01875,2
A11793,2
A08093,2
A13385,2
A13372,2
A09134,2
A06379,2
A04085,2
A02635,2
A02118,2
A03883,2
A13145,2
A04029,2
A05273,2
A11487,2
A01456,2
A07343,2
A11343,2
A13169,2
A06743,2
A00453,2
A09440,2
A13409,2
A10074,2
A08347,2
A09722,2
A08079,2
A05239,2
A08373,2
A06163,2
A08741,2
A09441,2
A13075,2
A06407,2
A05750,2
A01143,2
A11068,2
A02533,2
A01162,2
A11995,2
A04976,2
A05259,2
A01474,2
A10750,2
A05977,2
A08447,2
A01141,2
A09040,2
A12238,2
A10649,2
A10631,2
A05284,2
A02133,2
A09537,2
A10764,2
A01036,2
A02229,2
A10319,2
A04489,2
A13656,2
A08793,2
A01791,2
A08995,2
A07827,2
A07361,2
A01592,2
A13356,2
A06192,2
A10803,2
A02368,2
A08401,2
A00782,2
A07079,2
A10051,2
A11568,2
A02798,2
A08624,2
A05748,2
A07565,2
A11939,2
A08833,2
A11604,2
A12879,2
A10314,2
A00850,2
A00419,2
A07482,2
A04295,2
A08680,2
A04148,2
A06164,2
A10275,2
A02171,2
A04212,2
A10083,2
A06533,2
A12674,2
A07521,2
A07844,2
A08663,2
A08613,2
A07898,2
A08700,2
A05863,2
A11921,2
A08301,2
A13358,2
A09837,2
A04821,2
A12525,2
A08527,2
A06830,2
A10006,2
A09076,2
A02803,2
A03369,2
A03368,2
A10009,2
A06617,2
A05182,2
A13306,2
A01161,2
A04891,2
A13110,2
A03906,2
A12194,2
A08450,2
A05952,2
A05948,2
A06614,2
A12228,2
A13753,2
A08850,2
A06949,2
A06363,2
A03861,2
A12512,2
A03336,2
A08978,2
A00690,2
A09004,2
A03589,2
A06997,2
A09840,2
A07744,2
A11184,2
A01990,2
A04380,2
A09861,2
A00292,2
A11983,2
A04726,2
A00656,2
A01810,2
A08607,2
A12342,2
A00800,2
A11314,2
A05231,2
A07379,2
A11364,2
A02387,2
A08799,2
A05300,2
A09426,2
A08508,2
A13818,2
A01323,2
A09901,2
A12318,2
A06355,2
A04039,2
A13256,2
A11852,2
A07355,2
A13450,2
A02060,2
A02730,2
A03442,2
A00048,2
A12456,2
A11372,2
A07351,2
A13047,2
A02413,2
A00490,2
A12962,2
A02878,2
A03532,2
A05021,2
A10268,2
A09907,2
A11788,2
A04758,2
A08319,2
A00872,2
A09232,2
A03565,2
A03200,2
A12517,2
A12536,2
A13406,2
A02338,2
A00148,2
A03039,2
A00225,2
A02095,2
A12533,2
A12197,2
A10366,2
A03464,2
A12578,2
A09125,2
A07632,2
A11407,2
A04565,2
A13666,2
A12446,2
A07320,2
A13659,2
A07822,2
A07872,2
A11479,2
A01388,2
A11688,2
A06295,2
A01007,2
A04157,2
A02811,2
A01527,2
A09834,2
A11861,2
A11979,2
A12624,2
A06567,2
A01950,2
A09046,2
A11522,2
A05740,2
A06080,2
A01729,2
A09616,2
A11802,2
A00393,2
A01182,2
A07346,2
A01920,2
A10290,2
A00916,2
A02686,2
A03156,2
A12634,2
A11511,2
A11299,2
A03878,2
A09053,2
A12282,2
A06809,2
A13052,2
A07998,2
A03175,2
A11926,2
A07613,2
A11737,2
A13171,2
A10309,2
A12215,2
A04204,2
A04217,2
A10661,2
A12206,2
A09083,2
A04934,2
A11705,2
A01627,2
A12776,2
A07764,2
A12786,2
A10011,2
A08315,2
A04231,2
A07890,2
A03323,2
A11188,1
A04762,1
A13367,1
A11666,1
A13683,1
A03471,1
A07175,1
A03779,1
A13065,1
A01945,1
A05223,1
A04650,1
A00128,1
A12064,1
A11632,1
A10474,1
A05007,1
A05045,1
A04253,1
A06508,1
A04005,1
A02699,1
A02420,1
A03093,1
A02528,1
A07101,1
A13348,1
A12801,1
A06472,1
A05117,1
A09188,1
A00002,1
A01056,1
A11057,1
A04966,1
A13167,1
A12426,1
A13109,1
A02132,1
A00781,1
A13889,1
A03875,1
A09707,1
A07995,1
A03264,1
A01382,1
A04548,1
A13153,1
A03704,1
A11080,1
A04452,1
A01747,1
A07189,1
A01740,1
A10924,1
A10618,1
A07024,1
A08871,1
A10195,1
A02330,1
A05648,1
A06531,1
A02698,1
A05566,1
A11456,1
A10381,1
A01265,1
A02830,1
A11629,1
A07544,1
A05151,1
A04498,1
A08180,1
A10257,1
A06308,1
A12812,1
A08651,1
A12785,1
A11785,1
A10439,1
A12647,1
A04954,1
A12643,1
A10080,1
A05650,1
A01372,1
A12571,1
A11780,1
A04260,1
A03618,1
A08649,1
A10610,1
A07248,1
A01656,1
A04097,1
A02877,1
A09170,1
A03112,1
A00406,1
A11434,1
A06925,1
A05256,1
A10040,1
A06118,1
A02362,1
A11585,1
A00814,1
A13875,1
A04374,1
A06715,1
A05701,1
A04117,1
A05603,1
A07428,1
A12297,1
A04905,1
A01472,1
A00639,1
A02245,1
A05482,1
A12415,1
A10265,1
A04851,1
A01924,1
A08118,1
A09925,1
A01999,1
A08594,1
A13640,1
A03678,1
A07542,1
A10089,1
A07201,1
A09570,1
A11133,1
A07687,1
A05176,1
A05664,1
A07728,1
A11711,1
A01373,1
A05698,1
A09058,1
A11502,1
A11864,1
A01722,1
A01503,1
A04651,1
A11397,1
A11622,1
A06981,1
A03572,1
A07043,1
A02033,1
A04239,1
A00875,1
A01004,1
A01590,1
A03447,1
A08826,1
A05663,1
A10413,1
A12774,1
A09010,1
A08471,1
A04035,1
A03000,1
A12811,1
A03703,1
A06309,1
A10611,1
A12890,1
A13269,1
A10453,1
A01167,1
A02565,1
A06043,1
A13841,1
A11170,1
A08069,1
A13831,1
A03223,1
A11595,1
A08070,1
A05433,1
A00024,1
A11824,1
A12392,1
A10190,1
A04007,1
A00230,1
A05530,1
A05565,1
A03828,1
A07384,1
A13822,1
A12953,1
A11781,1
A01483,1
A05514,1
A04432,1
A02690,1
A04367,1
A08014,1
A01687,1
A04461,1
A04244,1
A11097,1
A02051,1
A03141,1
A06070,1
A01539,1
A08963,1
A07683,1
A02077,1
A01858,1
A09534,1
A02206,1
A11055,1
A05113,1
A06521,1
A13066,1
A01495,1
A08514,1
A10059,1
A09839,1
A08924,1
A12177,1
A02041,1
A05634,1
A10640,1
A07515,1
A01982,1
A00053,1
A08572,1
A13284,1
A01118,1
A12163,1
A01995,1
A09894,1
A05312,1
A01794,1
A01192,1
A06103,1
A12995,1
A03072,1
A04439,1
A08726,1
A10415,1
A01511,1
A04381,1
A00539,1
A09830,1
A07458,1
A07366,1
A12246,1
A01497,1
A02505,1
A08694,1
A02469,1
A10189,1
A06852,1
A00770,1
A10425,1
A04419,1
A12145,1
A13757,1
A09351,1
A00273,1
A04372,1
A01715,1
A13948,1
A08456,1
A02465,1
A00287,1
A06825,1
A03013,1
A13608,1
A08656,1
A02150,1
A01092,1
A05802,1
A11965,1
A11931,1
A11158,1
A08328,1
A06414,1
A08300,1
A13345,1
A05829,1
A11996,1
A00333,1
A02067,1
A08576,1
A08481,1
A12639,1
A07723,1
A02154,1
A13225,1
A02327,1
A10443,1
A12971,1
A02999,1
A01420,1
A01693,1
A04701,1
A01889,1
A01447,1
A00502,1
A05520,1
A04989,1
A04463,1
A06028,1
A04785,1
A12925,1
A06097,1
A04908,1
A12973,1
A05295,1
A01387,1
A02814,1
A12222,1
A11289,1
A05615,1
A03787,1
A08139,1
A04190,1
A11389,1
A01548,1
A03511,1
A00060,1
A10918,1
A07423,1
A00842,1
A06187,1
A11408,1
A07139,1
A01063,1
A07433,1
A05492,1
A13716,1
A09494,1
A13267,1
A01801,1
A02724,1
A10354,1
A08250,1
A08806,1
A10353,1
A13772,1
A05714,1
A12362,1
A11518,1
A05126,1
A01907,1
A02383,1
A11331,1
A11725,1
A00529,1
A09922,1
A04033,1
A11639,1
A02969,1
A11096,1
A03397,1
A13649,1
A11916,1
A10432,1
A03529,1
A10722,1
A06766,1
A07783,1
A12758,1
A13121,1
A06272,1
A12038,1
A02471,1
A05303,1
A05684,1
A13208,1
A09253,1
A11855,1
A05090,1
A06827,1
A04491,1
A08900,1
A05911,1
A04497,1
A11278,1
A07431,1
A04172,1
A12904,1
A02509,1
A10820,1
A01050,1
A08795,1
A05591,1
A09160,1
A05276,1
A03257,1
A06774,1
A04591,1
A11827,1
A00499,1
A09820,1
A04713,1
A00820,1
A10563,1
A02587,1
A10616,1
A05164,1
A05616,1
A12223,1
A01645,1
A11312,1
A02291,1
A09019,1
A13108,1
A07315,1
A05837,1
A02005,1
A07969,1
A07500,1
A01509,1
A05607,1
A03044,1
A03776,1
A07770,1
A06441,1
A13081,1
A11477,1
A05709,1
A13695,1
A07512,1
